ID,Date,Time,Weekday,Recipe,Ingredient,Planned Qty,Wastage Qty,Expected Waste Qty,Sales Qty,Unit,Unit Cost,Total Cost,Wastage Cost,Kitchen Station,Shift,Prep Method,Prep Time (mins),Shelf Life (days),Stock Received Date,Expiry Date,Supplier Name,Temperature (°C),Weather Condition,Peak Hour Flag,Branch,Branch Manager,Chef,Status,Chef_Feedback
337,13-Oct-24,06:15,Sunday,Fish Fingers,Mixed Veg,47,9,6,37,kg,69,3243,621,Soup Station,Morning,Boiled,60,3,08-Oct-24,11-Oct-24,DailyDairy Ltd.,25,Cloudy,FALSE,Los Angeles - Downtown,James,Chef Lee,,
338,06-Oct-24,11:15,Sunday,Grilled Chicken,Chicken,6,1,0,4,kg,228,1368,228,Soup Station,Afternoon,Grilled,30,2,30-Sep-24,02-Oct-24,DailyDairy Ltd.,32,Hot,FALSE,Los Angeles - Downtown,James,Chef Maria,,
339,25-Aug-24,06:30,Sunday,Grilled Chicken,Chicken,17,1,2,14,kg,242,4114,242,Salad Station,Afternoon,Grilled,33,2,22-Aug-24,24-Aug-24,SpiceKart Foods,25,Cloudy,FALSE,New York - Main,Robert,Chef David,,
340,20-Jan-25,15:00,Monday,Brownie,Chocolate,6,0,0,6,grams,176,1056,0,Pastry Station,Night,Baked,34,90,19-Jan-25,19-Apr-25,Urban Harvest,21,Rainy,FALSE,New York - Main,Robert,Chef David,,
341,21-Feb-25,09:00,Friday,Cheeseburger,Cheese,29,7,3,21,grams,213,6177,1491,Main Course Station,Morning,Raw,17,10,19-Feb-25,01-Mar-25,Urban Harvest,28,Hot,FALSE,New York - Main,Robert,Chef Anna,,
342,10-Aug-24,16:45,Saturday,Smoothie,Mixed Berries,32,2,3,29,grams,317,10144,634,Soup Station,Morning,Raw,38,3,09-Aug-24,12-Aug-24,FreshFarm Co.,32,Sunny,FALSE,Houston - Central,Emily,Chef John,,
343,08-Apr-25,10:30,Tuesday,Chicken Biryani,Chicken,50,2,5,48,kg,222,11100,444,Pastry Station,Afternoon,Grilled,43,2,02-Apr-25,04-Apr-25,DailyDairy Ltd.,23,Cloudy,FALSE,New York - Main,Robert,Chef Maria,,
344,14-Jul-24,10:15,Sunday,Pasta Alfredo,Pasta,17,3,2,12,kg,115,1955,345,Salad Station,Morning,Boiled,28,365,08-Jul-24,08-Jul-25,DailyDairy Ltd.,24,Rainy,FALSE,Los Angeles - Downtown,James,Chef David,,
345,19-Mar-25,22:30,Wednesday,Ice Cream Sundae,Ice Cream,37,2,5,34,pieces,46,1702,92,Soup Station,Morning,Frozen,28,30,12-Mar-25,11-Apr-25,DailyDairy Ltd.,22,Rainy,FALSE,Houston - Central,Emily,Chef Lee,,
346,25-May-25,06:45,Sunday,Cheeseburger,Cheese,42,1,4,39,grams,215,9030,215,Grill Station,Night,Raw,18,10,22-May-25,01-Jun-25,FreshFarm Co.,31,Sunny,FALSE,Los Angeles - Downtown,James,Chef John,,
347,15-May-24,06:30,Wednesday,Iced Tea,Ice Cream,41,2,3,38,pieces,50,2050,100,Pastry Station,Morning,Frozen,45,30,12-May-24,11-Jun-24,FreshFarm Co.,20,Rainy,FALSE,Houston - Central,Emily,Chef John,,
348,23-Apr-24,14:30,Tuesday,Pasta Alfredo,Pasta,28,1,4,27,kg,107,2996,107,Salad Station,Morning,Boiled,21,365,18-Apr-24,18-Apr-25,DailyDairy Ltd.,22,Rainy,FALSE,New York - Main,Robert,Chef David,,
349,01-Apr-24,20:30,Monday,Cheeseburger,Cheese,37,8,4,26,grams,219,8103,1752,Soup Station,Morning,Raw,31,10,30-Mar-24,09-Apr-24,SpiceKart Foods,16,Cold,TRUE,Los Angeles - Downtown,James,Chef Lee,,
350,10-Oct-24,10:30,Thursday,Tomato Soup,Tomato,45,7,5,37,kg,45,2025,315,Grill Station,Morning,Boiled,43,5,09-Oct-24,14-Oct-24,DailyDairy Ltd.,26,Rainy,FALSE,Houston - Central,Emily,Chef Maria,,
351,13-Apr-24,14:30,Saturday,Fish Fingers,Mixed Veg,10,0,1,9,kg,75,750,0,Salad Station,Morning,Boiled,42,3,06-Apr-24,09-Apr-24,SpiceKart Foods,25,Cloudy,FALSE,New York - Main,Robert,Chef Lee,,
352,03-Mar-24,20:30,Sunday,Paneer Butter Masala,Paneer,5,0,0,5,kg,284,1420,0,Salad Station,Morning,Fried,48,3,26-Feb-24,29-Feb-24,SpiceKart Foods,15,Cold,TRUE,Houston - Central,Emily,Chef Lee,,
353,16-May-25,10:30,Friday,Iced Tea,Ice Cream,40,2,3,38,pieces,50,2000,100,Soup Station,Morning,Frozen,55,30,14-May-25,13-Jun-25,SpiceKart Foods,31,Hot,FALSE,Houston - Central,Emily,Chef Anna,,
354,21-Nov-24,16:45,Thursday,Iced Tea,Ice Cream,23,3,2,19,pieces,53,1219,159,Soup Station,Morning,Frozen,21,30,16-Nov-24,16-Dec-24,DailyDairy Ltd.,24,Cloudy,FALSE,Houston - Central,Emily,Chef Lee,,
355,05-Apr-24,16:45,Friday,Mushroom Soup,Tomato,30,8,2,19,kg,49,1470,392,Main Course Station,Morning,Boiled,17,5,03-Apr-24,08-Apr-24,SpiceKart Foods,20,Rainy,FALSE,New York - Main,Robert,Chef John,,
356,28-Jun-24,11:15,Friday,Pasta Alfredo,Pasta,10,1,0,7,kg,117,1170,117,Pastry Station,Afternoon,Boiled,11,365,26-Jun-24,26-Jun-25,SpiceKart Foods,30,Hot,FALSE,Houston - Central,Emily,Chef Maria,,
357,10-Jun-24,13:15,Monday,Pasta Alfredo,Pasta,36,8,3,28,kg,121,4356,968,Grill Station,Afternoon,Boiled,11,365,08-Jun-24,08-Jun-25,DailyDairy Ltd.,29,Hot,TRUE,Houston - Central,Emily,Chef Maria,,
358,06-Dec-24,06:15,Friday,Pasta Alfredo,Pasta,19,1,1,16,kg,109,2071,109,Grill Station,Afternoon,Boiled,30,365,04-Dec-24,04-Dec-25,FreshFarm Co.,21,Rainy,FALSE,Houston - Central,Emily,Chef Anna,,
359,11-Nov-24,18:30,Monday,Chocolate Milkshake,Milk,48,9,3,37,liters,55,2640,495,Pastry Station,Morning,Boiled,52,4,07-Nov-24,11-Nov-24,SpiceKart Foods,13,Cold,FALSE,Houston - Central,Emily,Chef John,,
360,22-Feb-25,09:15,Saturday,Tomato Soup,Tomato,43,9,4,33,kg,47,2021,423,Grill Station,Morning,Boiled,41,5,21-Feb-25,26-Feb-25,FreshFarm Co.,16,Cold,FALSE,Houston - Central,Emily,Chef Lee,,
361,17-Mar-24,17:45,Sunday,Mutton Curry,Mixed Veg,6,1,0,3,kg,76,456,76,Soup Station,Afternoon,Boiled,24,3,11-Mar-24,14-Mar-24,DailyDairy Ltd.,33,Hot,FALSE,New York - Main,Robert,Chef David,,
362,24-Aug-24,07:15,Saturday,Cheesecake,Cheese,29,2,4,25,grams,193,5597,386,Grill Station,Night,Raw,18,10,19-Aug-24,29-Aug-24,DailyDairy Ltd.,27,Cloudy,FALSE,Houston - Central,Emily,Chef David,,
363,11-May-24,14:45,Saturday,Tomato Soup,Tomato,25,2,3,20,kg,48,1200,96,Salad Station,Afternoon,Boiled,32,5,09-May-24,14-May-24,Urban Harvest,28,Cloudy,FALSE,New York - Main,Robert,Chef Lee,,
364,13-Jan-25,06:00,Monday,Fish Fingers,Mixed Veg,16,2,1,11,kg,70,1120,140,Grill Station,Afternoon,Boiled,45,3,09-Jan-25,12-Jan-25,GreenLeaf Suppliers,32,Sunny,FALSE,Houston - Central,Emily,Chef Anna,,
365,24-Apr-24,15:45,Wednesday,Brownie,Chocolate,25,3,2,19,grams,176,4400,528,Pastry Station,Afternoon,Baked,57,90,17-Apr-24,16-Jul-24,FreshFarm Co.,25,Rainy,FALSE,New York - Main,Robert,Chef Lee,,
366,06-Feb-25,17:30,Thursday,Chocolate Milkshake,Milk,50,13,6,34,liters,51,2550,663,Soup Station,Morning,Boiled,45,4,02-Feb-25,06-Feb-25,Urban Harvest,23,Rainy,FALSE,Houston - Central,Emily,Chef Anna,,
367,21-Jul-24,21:00,Sunday,Veg Fried Rice,Rice,17,3,1,12,kg,81,1377,243,Pastry Station,Afternoon,Boiled,25,180,14-Jul-24,10-Jan-25,DailyDairy Ltd.,11,Cold,FALSE,New York - Main,Robert,Chef Maria,,
368,12-Apr-25,21:00,Saturday,Chocolate Milkshake,Milk,17,0,2,15,liters,50,850,0,Grill Station,Morning,Boiled,21,4,09-Apr-25,13-Apr-25,FreshFarm Co.,18,Cold,FALSE,New York - Main,Robert,Chef Lee,,
369,08-May-25,15:30,Thursday,Fish Fingers,Mixed Veg,9,0,1,7,kg,64,576,0,Main Course Station,Afternoon,Boiled,40,3,06-May-25,09-May-25,DailyDairy Ltd.,28,Sunny,FALSE,Houston - Central,Emily,Chef David,,
370,09-Feb-25,15:15,Sunday,Tacos,Mixed Veg,45,12,6,32,kg,69,3105,828,Salad Station,Night,Boiled,46,3,02-Feb-25,05-Feb-25,DailyDairy Ltd.,25,Sunny,FALSE,New York - Main,Robert,Chef Maria,,
371,01-Jul-24,11:45,Monday,Chocolate Milkshake,Milk,47,11,6,34,liters,60,2820,660,Main Course Station,Afternoon,Boiled,49,4,28-Jun-24,02-Jul-24,DailyDairy Ltd.,20,Rainy,FALSE,New York - Main,Robert,Chef Maria,,
372,27-Dec-24,07:00,Friday,Cheeseburger,Cheese,14,1,2,10,grams,217,3038,217,Pastry Station,Afternoon,Raw,31,10,26-Dec-24,05-Jan-25,DailyDairy Ltd.,23,Cloudy,FALSE,Los Angeles - Downtown,James,Chef David,,
373,05-Sep-24,20:15,Thursday,Tomato Soup,Tomato,38,9,5,27,kg,46,1748,414,Soup Station,Morning,Boiled,56,5,02-Sep-24,07-Sep-24,DailyDairy Ltd.,25,Rainy,TRUE,Houston - Central,Emily,Chef Anna,,
374,06-Mar-25,21:30,Thursday,Smoothie,Mixed Berries,18,1,1,15,grams,278,5004,278,Grill Station,Morning,Raw,60,3,27-Feb-25,02-Mar-25,Urban Harvest,29,Sunny,FALSE,New York - Main,Robert,Chef David,,
375,18-Nov-24,17:15,Monday,Pasta Alfredo,Pasta,11,2,0,9,kg,101,1111,202,Pastry Station,Afternoon,Boiled,32,365,17-Nov-24,17-Nov-25,FreshFarm Co.,34,Hot,FALSE,Houston - Central,Emily,Chef Anna,,
376,30-May-24,11:15,Thursday,Mutton Curry,Mixed Veg,19,4,2,13,kg,64,1216,256,Salad Station,Afternoon,Boiled,38,3,25-May-24,28-May-24,SpiceKart Foods,26,Rainy,FALSE,Houston - Central,Emily,Chef Lee,,
377,10-Jan-25,08:30,Friday,Paneer Butter Masala,Paneer,5,0,0,5,kg,275,1375,0,Main Course Station,Morning,Fried,53,3,08-Jan-25,11-Jan-25,DailyDairy Ltd.,21,Rainy,FALSE,Houston - Central,Emily,Chef John,,
378,09-Jun-24,20:45,Sunday,Mutton Curry,Mixed Veg,21,4,3,16,kg,74,1554,296,Salad Station,Morning,Boiled,34,3,04-Jun-24,07-Jun-24,Urban Harvest,31,Sunny,TRUE,Houston - Central,Emily,Chef David,,
379,30-Jan-25,11:30,Thursday,Mushroom Soup,Tomato,26,2,3,24,kg,44,1144,88,Salad Station,Night,Boiled,46,5,24-Jan-25,29-Jan-25,GreenLeaf Suppliers,28,Sunny,FALSE,Los Angeles - Downtown,James,Chef John,,
380,07-Aug-24,06:15,Wednesday,Chocolate Milkshake,Milk,7,1,0,3,liters,52,364,52,Salad Station,Afternoon,Boiled,52,4,06-Aug-24,10-Aug-24,DailyDairy Ltd.,26,Rainy,FALSE,Los Angeles - Downtown,James,Chef Lee,,
381,07-Jan-24,07:30,Sunday,Fish Fingers,Mixed Veg,21,3,2,15,kg,68,1428,204,Main Course Station,Morning,Boiled,52,3,01-Jan-24,04-Jan-24,DailyDairy Ltd.,26,Rainy,FALSE,Los Angeles - Downtown,James,Chef Lee,,
382,30-Nov-24,19:45,Saturday,Fish Fingers,Mixed Veg,48,10,4,37,kg,69,3312,690,Salad Station,Afternoon,Boiled,23,3,26-Nov-24,29-Nov-24,GreenLeaf Suppliers,18,Cold,TRUE,New York - Main,Robert,Chef John,,
383,19-Apr-24,11:45,Friday,Ice Cream Sundae,Ice Cream,24,3,3,20,pieces,47,1128,141,Pastry Station,Morning,Frozen,21,30,16-Apr-24,16-May-24,GreenLeaf Suppliers,25,Rainy,FALSE,New York - Main,Robert,Chef Maria,,
384,26-Nov-24,07:45,Tuesday,Chocolate Milkshake,Milk,48,11,6,35,liters,54,2592,594,Salad Station,Morning,Boiled,39,4,24-Nov-24,28-Nov-24,DailyDairy Ltd.,26,Rainy,FALSE,Houston - Central,Emily,Chef Maria,,
385,05-Apr-25,08:00,Saturday,Fish Fingers,Mixed Veg,39,2,4,36,kg,75,2925,150,Salad Station,Night,Boiled,17,3,02-Apr-25,05-Apr-25,DailyDairy Ltd.,21,Rainy,FALSE,New York - Main,Robert,Chef Anna,,
386,26-Jan-25,22:45,Sunday,Cheeseburger,Cheese,27,4,2,22,grams,191,5157,764,Soup Station,Afternoon,Raw,38,10,21-Jan-25,31-Jan-25,GreenLeaf Suppliers,27,Cloudy,FALSE,New York - Main,Robert,Chef Maria,,
387,02-May-24,13:00,Thursday,Paneer Butter Masala,Paneer,25,2,2,21,kg,262,6550,524,Soup Station,Morning,Fried,49,3,28-Apr-24,01-May-24,Urban Harvest,25,Rainy,TRUE,Houston - Central,Emily,Chef John,,
388,08-Jan-25,06:15,Wednesday,Tacos,Mixed Veg,41,12,5,29,kg,66,2706,792,Salad Station,Night,Boiled,31,3,06-Jan-25,09-Jan-25,DailyDairy Ltd.,30,Sunny,FALSE,Los Angeles - Downtown,James,Chef John,,
389,26-Aug-24,16:00,Monday,Chicken Biryani,Chicken,11,2,1,7,kg,225,2475,450,Salad Station,Morning,Grilled,58,2,21-Aug-24,23-Aug-24,GreenLeaf Suppliers,32,Sunny,FALSE,Los Angeles - Downtown,James,Chef John,,
390,12-Feb-24,15:15,Monday,Tacos,Mixed Veg,25,5,3,19,kg,70,1750,350,Salad Station,Morning,Boiled,17,3,08-Feb-24,11-Feb-24,Urban Harvest,35,Hot,FALSE,Houston - Central,Emily,Chef John,,
391,05-Jan-24,21:15,Friday,Cheesecake,Cheese,6,1,0,2,grams,187,1122,187,Soup Station,Afternoon,Raw,31,10,29-Dec-23,08-Jan-24,SpiceKart Foods,32,Sunny,FALSE,Houston - Central,Emily,Chef John,,
392,28-Jun-24,22:45,Friday,Pasta Alfredo,Pasta,24,2,2,22,kg,100,2400,200,Salad Station,Morning,Boiled,28,365,25-Jun-24,25-Jun-25,GreenLeaf Suppliers,25,Sunny,FALSE,Houston - Central,Emily,Chef John,,
393,24-Feb-24,16:45,Saturday,Soda,Mixed Veg,22,5,3,16,kg,72,1584,360,Pastry Station,Morning,Boiled,57,3,20-Feb-24,23-Feb-24,SpiceKart Foods,14,Cold,FALSE,Houston - Central,Emily,Chef Anna,,
394,10-Jan-24,09:00,Wednesday,Brownie,Chocolate,35,9,3,23,grams,170,5950,1530,Soup Station,Afternoon,Baked,23,90,07-Jan-24,06-Apr-24,FreshFarm Co.,31,Hot,FALSE,Los Angeles - Downtown,James,Chef Lee,,
395,09-May-24,10:45,Thursday,Iced Tea,Ice Cream,5,0,0,4,pieces,47,235,0,Salad Station,Afternoon,Frozen,23,30,06-May-24,05-Jun-24,FreshFarm Co.,25,Cloudy,FALSE,Los Angeles - Downtown,James,Chef Anna,,
396,07-Mar-25,13:15,Friday,Spicy Chicken Wings,Chicken,12,3,1,7,kg,236,2832,708,Main Course Station,Morning,Grilled,39,2,06-Mar-25,08-Mar-25,GreenLeaf Suppliers,16,Cold,TRUE,New York - Main,Robert,Chef Anna,,
397,04-May-24,12:45,Saturday,Ice Cream Sundae,Ice Cream,28,2,3,23,pieces,51,1428,102,Pastry Station,Afternoon,Frozen,56,30,27-Apr-24,27-May-24,DailyDairy Ltd.,25,Cloudy,TRUE,New York - Main,Robert,Chef Lee,,
398,19-Jan-25,22:00,Sunday,Ice Cream Sundae,Ice Cream,45,9,4,34,pieces,45,2025,405,Salad Station,Afternoon,Frozen,23,30,16-Jan-25,15-Feb-25,GreenLeaf Suppliers,22,Cloudy,FALSE,New York - Main,Robert,Chef Lee,,
399,24-Jan-25,19:15,Friday,Cheeseburger,Cheese,22,3,2,19,grams,190,4180,570,Soup Station,Morning,Raw,41,10,18-Jan-25,28-Jan-25,GreenLeaf Suppliers,27,Cloudy,TRUE,New York - Main,Robert,Chef Lee,,
400,23-Jan-24,10:45,Tuesday,Mushroom Soup,Tomato,26,1,3,23,kg,45,1170,45,Soup Station,Night,Boiled,37,5,22-Jan-24,27-Jan-24,SpiceKart Foods,35,Hot,FALSE,Houston - Central,Emily,Chef David,,
401,07-Jun-24,16:15,Friday,Soda,Mixed Veg,47,5,6,40,kg,65,3055,325,Soup Station,Morning,Boiled,57,3,05-Jun-24,08-Jun-24,SpiceKart Foods,24,Rainy,FALSE,Houston - Central,Emily,Chef Lee,,
402,02-Mar-24,10:15,Saturday,Pasta Alfredo,Pasta,42,5,5,34,kg,112,4704,560,Soup Station,Afternoon,Boiled,40,365,24-Feb-24,23-Feb-25,SpiceKart Foods,31,Hot,FALSE,Houston - Central,Emily,Chef John,,
403,28-Dec-24,21:30,Saturday,Cheesecake,Cheese,8,2,0,5,grams,207,1656,414,Grill Station,Afternoon,Raw,60,10,26-Dec-24,05-Jan-25,Urban Harvest,16,Cold,FALSE,Houston - Central,Emily,Chef Lee,,
404,15-Mar-24,14:30,Friday,Apple Pie,Mixed Veg,24,6,3,17,kg,75,1800,450,Soup Station,Afternoon,Boiled,53,3,14-Mar-24,17-Mar-24,GreenLeaf Suppliers,28,Sunny,FALSE,Houston - Central,Emily,Chef Maria,,
405,28-Feb-24,20:30,Wednesday,Mushroom Soup,Tomato,34,5,4,26,kg,44,1496,220,Grill Station,Morning,Boiled,29,5,26-Feb-24,02-Mar-24,SpiceKart Foods,25,Sunny,TRUE,New York - Main,Robert,Chef David,,
406,05-Apr-25,14:30,Saturday,Tomato Soup,Tomato,43,2,5,39,kg,43,1849,86,Salad Station,Afternoon,Boiled,36,5,01-Apr-25,06-Apr-25,DailyDairy Ltd.,21,Rainy,FALSE,Houston - Central,Emily,Chef John,,
407,20-Feb-25,16:30,Thursday,Smoothie,Mixed Berries,14,1,1,13,grams,308,4312,308,Grill Station,Night,Raw,31,3,17-Feb-25,20-Feb-25,Urban Harvest,25,Sunny,FALSE,Houston - Central,Emily,Chef Maria,,
408,03-Jun-24,12:45,Monday,Ice Cream Sundae,Ice Cream,23,4,2,17,pieces,47,1081,188,Grill Station,Morning,Frozen,53,30,28-May-24,27-Jun-24,FreshFarm Co.,25,Cloudy,TRUE,Houston - Central,Emily,Chef Lee,,
409,12-Feb-25,09:30,Wednesday,Mushroom Soup,Tomato,48,8,5,38,kg,41,1968,328,Salad Station,Night,Boiled,32,5,10-Feb-25,15-Feb-25,DailyDairy Ltd.,27,Cloudy,FALSE,Houston - Central,Emily,Chef Maria,,
410,15-Sep-24,13:45,Sunday,Mutton Curry,Mixed Veg,7,1,0,5,kg,75,525,75,Main Course Station,Morning,Boiled,37,3,10-Sep-24,13-Sep-24,Urban Harvest,34,Hot,TRUE,Houston - Central,Emily,Chef David,,
411,10-Mar-25,11:30,Monday,Pasta Alfredo,Pasta,44,11,4,33,kg,104,4576,1144,Main Course Station,Afternoon,Boiled,57,365,08-Mar-25,08-Mar-26,SpiceKart Foods,30,Hot,FALSE,Los Angeles - Downtown,James,Chef Lee,,
412,06-Mar-25,15:45,Thursday,Iced Tea,Ice Cream,18,3,2,12,pieces,49,882,147,Salad Station,Morning,Frozen,55,30,28-Feb-25,30-Mar-25,Urban Harvest,24,Rainy,FALSE,New York - Main,Robert,Chef Anna,,
413,04-Nov-24,08:45,Monday,Mutton Curry,Mixed Veg,7,0,0,6,kg,72,504,0,Soup Station,Night,Boiled,43,3,29-Oct-24,01-Nov-24,DailyDairy Ltd.,32,Hot,FALSE,Houston - Central,Emily,Chef John,,
414,05-Aug-24,11:00,Monday,Fish Fingers,Mixed Veg,44,10,4,34,kg,64,2816,640,Salad Station,Afternoon,Boiled,25,3,30-Jul-24,02-Aug-24,SpiceKart Foods,30,Sunny,FALSE,Los Angeles - Downtown,James,Chef Maria,,
415,30-Nov-24,15:30,Saturday,Brownie,Chocolate,43,5,4,37,grams,187,8041,935,Main Course Station,Morning,Baked,23,90,24-Nov-24,22-Feb-25,FreshFarm Co.,11,Cold,FALSE,Houston - Central,Emily,Chef John,,
416,17-May-25,13:30,Saturday,Grilled Chicken,Chicken,46,2,5,41,kg,257,11822,514,Main Course Station,Morning,Grilled,31,2,15-May-25,17-May-25,DailyDairy Ltd.,25,Rainy,TRUE,New York - Main,Robert,Chef Maria,,
417,12-Aug-24,20:15,Monday,Apple Pie,Mixed Veg,20,2,2,18,kg,67,1340,134,Main Course Station,Morning,Boiled,48,3,07-Aug-24,10-Aug-24,SpiceKart Foods,32,Hot,TRUE,Houston - Central,Emily,Chef David,,
418,17-Aug-24,11:30,Saturday,Tomato Soup,Tomato,22,1,2,18,kg,41,902,41,Salad Station,Morning,Boiled,47,5,11-Aug-24,16-Aug-24,FreshFarm Co.,27,Sunny,FALSE,New York - Main,Robert,Chef John,,
419,02-Feb-25,10:30,Sunday,Paneer Butter Masala,Paneer,29,7,4,20,kg,297,8613,2079,Soup Station,Afternoon,Fried,54,3,01-Feb-25,04-Feb-25,DailyDairy Ltd.,29,Hot,FALSE,Houston - Central,Emily,Chef David,,
420,29-Jan-24,14:15,Monday,Chicken Biryani,Chicken,21,4,2,17,kg,231,4851,924,Salad Station,Morning,Grilled,42,2,28-Jan-24,30-Jan-24,Urban Harvest,26,Cloudy,FALSE,Houston - Central,Emily,Chef David,,
421,07-Jan-25,13:15,Tuesday,Grilled Chicken,Chicken,18,4,1,14,kg,233,4194,932,Pastry Station,Morning,Grilled,57,2,04-Jan-25,06-Jan-25,DailyDairy Ltd.,29,Hot,TRUE,Los Angeles - Downtown,James,Chef John,,
422,23-Mar-24,13:15,Saturday,Brownie,Chocolate,49,5,6,42,grams,171,8379,855,Pastry Station,Morning,Baked,58,90,19-Mar-24,17-Jun-24,FreshFarm Co.,11,Cold,TRUE,Houston - Central,Emily,Chef John,,
423,12-Nov-24,07:00,Tuesday,Ice Cream Sundae,Ice Cream,8,0,1,5,pieces,51,408,0,Grill Station,Morning,Frozen,13,30,07-Nov-24,07-Dec-24,DailyDairy Ltd.,21,Rainy,FALSE,Houston - Central,Emily,Chef Anna,,
424,22-Jan-25,14:00,Wednesday,Spicy Chicken Wings,Chicken,20,1,2,17,kg,218,4360,218,Salad Station,Morning,Grilled,49,2,15-Jan-25,17-Jan-25,FreshFarm Co.,24,Cloudy,FALSE,Houston - Central,Emily,Chef Maria,,
425,07-Apr-25,08:30,Monday,Fish Fingers,Mixed Veg,10,0,1,9,kg,75,750,0,Soup Station,Morning,Boiled,25,3,03-Apr-25,06-Apr-25,GreenLeaf Suppliers,28,Hot,FALSE,Houston - Central,Emily,Chef David,,
426,18-Dec-24,09:15,Wednesday,Spicy Chicken Wings,Chicken,29,3,2,23,kg,223,6467,669,Main Course Station,Morning,Grilled,13,2,11-Dec-24,13-Dec-24,Urban Harvest,33,Hot,FALSE,Houston - Central,Emily,Chef Anna,,
427,04-Apr-25,07:30,Friday,Brownie,Chocolate,7,0,0,6,grams,184,1288,0,Grill Station,Morning,Baked,59,90,31-Mar-25,29-Jun-25,GreenLeaf Suppliers,22,Cloudy,FALSE,Houston - Central,Emily,Chef John,,
428,16-Nov-24,11:45,Saturday,Apple Pie,Mixed Veg,35,4,5,30,kg,69,2415,276,Salad Station,Morning,Boiled,19,3,11-Nov-24,14-Nov-24,DailyDairy Ltd.,22,Rainy,FALSE,New York - Main,Robert,Chef Maria,,
429,10-Mar-25,08:15,Monday,Ice Cream Sundae,Ice Cream,6,1,0,5,pieces,47,282,47,Grill Station,Afternoon,Frozen,53,30,06-Mar-25,05-Apr-25,GreenLeaf Suppliers,31,Sunny,FALSE,Houston - Central,Emily,Chef Lee,,
430,07-Apr-24,20:30,Sunday,Pasta Alfredo,Pasta,15,1,1,11,kg,102,1530,102,Soup Station,Morning,Boiled,60,365,02-Apr-24,02-Apr-25,Urban Harvest,23,Rainy,TRUE,Houston - Central,Emily,Chef Lee,,
431,23-Feb-25,06:45,Sunday,Brownie,Chocolate,34,2,3,32,grams,182,6188,364,Soup Station,Morning,Baked,60,90,16-Feb-25,17-May-25,DailyDairy Ltd.,27,Sunny,FALSE,Houston - Central,Emily,Chef Lee,,
432,03-Feb-24,15:15,Saturday,Cheesecake,Cheese,22,1,1,20,grams,185,4070,185,Salad Station,Afternoon,Raw,50,10,31-Jan-24,10-Feb-24,Urban Harvest,27,Cloudy,FALSE,Houston - Central,Emily,Chef John,,
433,29-Mar-25,07:45,Saturday,Veg Fried Rice,Rice,35,8,3,24,kg,89,3115,712,Grill Station,Morning,Boiled,27,180,27-Mar-25,23-Sep-25,DailyDairy Ltd.,28,Hot,FALSE,New York - Main,Robert,Chef Maria,,
434,22-Apr-25,18:45,Tuesday,Spicy Chicken Wings,Chicken,5,0,0,5,kg,226,1130,0,Main Course Station,Morning,Grilled,13,2,15-Apr-25,17-Apr-25,Urban Harvest,28,Hot,FALSE,Houston - Central,Emily,Chef Anna,,
435,17-Dec-24,13:45,Tuesday,Paneer Butter Masala,Paneer,39,7,4,32,kg,269,10491,1883,Grill Station,Morning,Fried,45,3,16-Dec-24,19-Dec-24,Urban Harvest,28,Cloudy,TRUE,New York - Main,Robert,Chef David,,
436,04-Apr-24,16:15,Thursday,Mutton Curry,Mixed Veg,42,11,5,30,kg,65,2730,715,Pastry Station,Morning,Boiled,16,3,30-Mar-24,02-Apr-24,FreshFarm Co.,33,Hot,FALSE,Houston - Central,Emily,Chef David,,
437,26-Apr-24,22:45,Friday,Pasta Alfredo,Pasta,5,1,0,4,kg,101,505,101,Pastry Station,Morning,Boiled,34,365,24-Apr-24,24-Apr-25,DailyDairy Ltd.,23,Cloudy,FALSE,Houston - Central,Emily,Chef Anna,,
438,04-Mar-25,12:15,Tuesday,Soda,Mixed Veg,17,4,2,13,kg,73,1241,292,Main Course Station,Afternoon,Boiled,31,3,01-Mar-25,04-Mar-25,GreenLeaf Suppliers,26,Sunny,TRUE,Houston - Central,Emily,Chef Lee,,
439,23-Jan-25,22:45,Thursday,Mushroom Soup,Tomato,18,3,1,13,kg,47,846,141,Salad Station,Night,Boiled,14,5,16-Jan-25,21-Jan-25,SpiceKart Foods,33,Hot,FALSE,New York - Main,Robert,Chef Lee,,
440,18-Dec-24,18:00,Wednesday,Spicy Chicken Wings,Chicken,12,0,1,11,kg,237,2844,0,Soup Station,Morning,Grilled,26,2,16-Dec-24,18-Dec-24,FreshFarm Co.,27,Sunny,FALSE,New York - Main,Robert,Chef Lee,,
441,02-May-24,22:30,Thursday,Spicy Chicken Wings,Chicken,46,9,4,35,kg,263,12098,2367,Soup Station,Afternoon,Grilled,21,2,30-Apr-24,02-May-24,DailyDairy Ltd.,23,Rainy,FALSE,Los Angeles - Downtown,James,Chef Maria,,
442,22-Mar-25,16:00,Saturday,Paneer Butter Masala,Paneer,47,4,6,41,kg,260,12220,1040,Grill Station,Afternoon,Fried,23,3,19-Mar-25,22-Mar-25,GreenLeaf Suppliers,32,Sunny,FALSE,Houston - Central,Emily,Chef Anna,,
443,26-Sep-24,16:00,Thursday,Iced Tea,Ice Cream,48,13,5,33,pieces,50,2400,650,Pastry Station,Night,Frozen,24,30,21-Sep-24,21-Oct-24,GreenLeaf Suppliers,26,Sunny,FALSE,Houston - Central,Emily,Chef Maria,,
